Student_ID,Student_Query,Priority
S3766,Campus map request,Low
S3767,Fee payment issue before deadline,High
S3768,Elective subject change request,Medium
S3769,Elective subject change request,Medium
S3770,Bonafide certificate request,Medium
S3771,Hostel accommodation query,Medium
S3772,Event information query,Low
S3773,Library timings inquiry,Low
S3774,Fee payment issue before deadline,High
S3775,Fee payment issue before deadline,High
S3776,Library timings inquiry,Low
S3777,Hostel accommodation query,Medium
S3778,Scholarship not credited,High
S3779,Campus map request,Low
S3780,Bonafide certificate request,Medium
S3781,Missed exam due to medical emergency,High
S3782,Scholarship not credited,High
S3783,Library access issue,Medium
S3784,Library timings inquiry,Low
S3785,Event information query,Low
S3786,Missed exam due to medical emergency,High
S3787,Fee payment issue before deadline,High
S3788,Internship letter request,Medium
S3789,Exam result not published,High
S3790,Website navigation help,Low
S3791,Library access issue,Medium
S3792,Event information query,Low
S3793,Elective subject change request,Medium
S3794,Bonafide certificate request,Medium
S3795,Campus map request,Low
S3796,Website navigation help,Low
S3797,Scholarship not credited,High
S3798,Missed exam due to medical emergency,High
S3799,Internship letter request,Medium
S3800,Library timings inquiry,Low
S3801,Fee payment issue before deadline,High
S3802,Hall ticket not generated before exam,High
S3803,Scholarship not credited,High
S3804,Hall ticket not generated before exam,High
S3805,Elective subject change request,Medium
S3806,Exam result not published,High
S3807,Library access issue,Medium
S3808,Library access issue,Medium
S3809,Fee payment issue before deadline,High
S3810,Library timings inquiry,Low
S3811,Event information query,Low
S3812,Event information query,Low
S3813,Fee payment issue before deadline,High
S3814,Scholarship not credited,High
S3815,Scholarship not credited,High
S3816,Library access issue,Medium
S3817,Library timings inquiry,Low
S3818,Bonafide certificate request,Medium
S3819,Hostel accommodation query,Medium
S3820,Academic calendar request,Low
S3821,Elective subject change request,Medium
S3822,Bonafide certificate request,Medium
S3823,Hall ticket not generated before exam,High
S3824,Event information query,Low
S3825,Internship letter request,Medium
S3826,Hostel accommodation query,Medium
S3827,Campus map request,Low
S3828,Hostel accommodation query,Medium
S3829,Library timings inquiry,Low
S3830,Elective subject change request,Medium
S3831,Library timings inquiry,Low
S3832,Internship letter request,Medium
S3833,Internship letter request,Medium
S3834,Event information query,Low
S3835,Library timings inquiry,Low
S3836,Event information query,Low
S3837,Internship letter request,Medium
S3838,Fee payment issue before deadline,High
S3839,Missed exam due to medical emergency,High
S3840,Hostel accommodation query,Medium
S3841,Library access issue,Medium
S3842,Academic calendar request,Low
S3843,Campus map request,Low
S3844,Bonafide certificate request,Medium
S3845,Missed exam due to medical emergency,High
S3846,Hall ticket not generated before exam,High
S3847,Campus map request,Low
S3848,Bonafide certificate request,Medium
S3849,Internship letter request,Medium
S3850,Exam result not published,High
S3851,Exam result not published,High
S3852,Library timings inquiry,Low
S3853,Exam result not published,High
S3854,Elective subject change request,Medium
S3855,Hostel accommodation query,Medium
S3856,Elective subject change request,Medium
S3857,Exam result not published,High
S3858,Library access issue,Medium
S3859,Campus map request,Low
S3860,Academic calendar request,Low
S3861,Fee payment issue before deadline,High
S3862,Internship letter request,Medium
S3863,Campus map request,Low
S3864,Missed exam due to medical emergency,High
S3865,Fee payment issue before deadline,High
S3866,Fee payment issue before deadline,High
S3867,Elective subject change request,Medium
S3868,Bonafide certificate request,Medium
S3869,Website navigation help,Low
S3870,Internship letter request,Medium
S3871,Library timings inquiry,Low
S3872,Bonafide certificate request,Medium
S3873,Campus map request,Low
S3874,Fee payment issue before deadline,High
S3875,Exam result not published,High
S3876,Fee payment issue before deadline,High
S3877,Library access issue,Medium
S3878,Library timings inquiry,Low
S3879,Missed exam due to medical emergency,High
S3880,Website navigation help,Low
S3881,Campus map request,Low
S3882,Hall ticket not generated before exam,High
S3883,Library timings inquiry,Low
S3884,Hall ticket not generated before exam,High
S3885,Library timings inquiry,Low
S3886,Scholarship not credited,High
S3887,Bonafide certificate request,Medium
S3888,Library timings inquiry,Low
S3889,Library timings inquiry,Low
S3890,Hostel accommodation query,Medium
S3891,Academic calendar request,Low
S3892,Fee payment issue before deadline,High
S3893,Academic calendar request,Low
S3894,Internship letter request,Medium
S3895,Website navigation help,Low
S3896,Missed exam due to medical emergency,High
S3897,Hall ticket not generated before exam,High
S3898,Hostel accommodation query,Medium
S3899,Fee payment issue before deadline,High
S3900,Internship letter request,Medium
S3901,Library access issue,Medium
S3902,Hostel accommodation query,Medium
S3903,Hall ticket not generated before exam,High
S3904,Internship letter request,Medium
S3905,Exam result not published,High
S3906,Hostel accommodation query,Medium
S3907,Fee payment issue before deadline,High
S3908,Campus map request,Low
S3909,Academic calendar request,Low
S3910,Hall ticket not generated before exam,High
S3911,Event information query,Low
S3912,Library timings inquiry,Low
S3913,Missed exam due to medical emergency,High
S3914,Hall ticket not generated before exam,High
S3915,Scholarship not credited,High
S3916,Library access issue,Medium
S3917,Library timings inquiry,Low
S3918,Elective subject change request,Medium
S3919,Event information query,Low
S3920,Academic calendar request,Low
S3921,Library timings inquiry,Low
S3922,Scholarship not credited,High
S3923,Website navigation help,Low
S3924,Event information query,Low
S3925,Exam result not published,High
S3926,Exam result not published,High
S3927,Bonafide certificate request,Medium
S3928,Event information query,Low
S3929,Website navigation help,Low
S3930,Library timings inquiry,Low
S3931,Missed exam due to medical emergency,High
S3932,Hostel accommodation query,Medium
S3933,Bonafide certificate request,Medium
S3934,Internship letter request,Medium
S3935,Academic calendar request,Low
S3936,Academic calendar request,Low
S3937,Internship letter request,Medium
S3938,Elective subject change request,Medium
S3939,Library timings inquiry,Low
S3940,Website navigation help,Low
S3941,Bonafide certificate request,Medium
S3942,Bonafide certificate request,Medium
S3943,Academic calendar request,Low
S3944,Academic calendar request,Low
S3945,Academic calendar request,Low
S3946,Exam result not published,High
S3947,Hostel accommodation query,Medium
S3948,Library timings inquiry,Low
S3949,Academic calendar request,Low
S3950,Campus map request,Low
S3951,Fee payment issue before deadline,High
S3952,Library access issue,Medium
S3953,Library access issue,Medium
S3954,Scholarship not credited,High
S3955,Missed exam due to medical emergency,High
S3956,Fee payment issue before deadline,High
S3957,Fee payment issue before deadline,High
S3958,Library access issue,Medium
S3959,Bonafide certificate request,Medium
S3960,Elective subject change request,Medium
S3961,Fee payment issue before deadline,High
S3962,Fee payment issue before deadline,High
S3963,Library timings inquiry,Low
S3964,Internship letter request,Medium
S3965,Academic calendar request,Low
S3966,Website navigation help,Low
S3967,Event information query,Low
S3968,Elective subject change request,Medium
S3969,Hall ticket not generated before exam,High
S3970,Bonafide certificate request,Medium
S3971,Fee payment issue before deadline,High
S3972,Hostel accommodation query,Medium
S3973,Exam result not published,High
S3974,Exam result not published,High
S3975,Hall ticket not generated before exam,High
S3976,Exam result not published,High
S3977,Hostel accommodation query,Medium
S3978,Library timings inquiry,Low
S3979,Library access issue,Medium
S3980,Missed exam due to medical emergency,High
S3981,Internship letter request,Medium
S3982,Campus map request,Low
S3983,Scholarship not credited,High
S3984,Missed exam due to medical emergency,High
S3985,Internship letter request,Medium
S3986,Event information query,Low
S3987,Exam result not published,High
S3988,Library access issue,Medium
S3989,Internship letter request,Medium
S3990,Exam result not published,High
S3991,Academic calendar request,Low
S3992,Bonafide certificate request,Medium
S3993,Library timings inquiry,Low
S3994,Exam result not published,High
S3995,Hall ticket not generated before exam,High
S3996,Event information query,Low
S3997,Event information query,Low
S3998,Missed exam due to medical emergency,High
S3999,Internship letter request,Medium
S4000,Academic calendar request,Low
S4001,Academic calendar request,Low
S4002,Exam result not published,High
S4003,Library access issue,Medium
S4004,Exam result not published,High
S4005,Fee payment issue before deadline,High
S4006,Missed exam due to medical emergency,High
S4007,Website navigation help,Low
S4008,Library timings inquiry,Low
S4009,Exam result not published,High
S4010,Missed exam due to medical emergency,High
S4011,Fee payment issue before deadline,High
S4012,Event information query,Low
S4013,Internship letter request,Medium
S4014,Scholarship not credited,High
S4015,Event information query,Low
S4016,Internship letter request,Medium
S4017,Bonafide certificate request,Medium
S4018,Hostel accommodation query,Medium
S4019,Library timings inquiry,Low
S4020,Campus map request,Low
S4021,Exam result not published,High
S4022,Library access issue,Medium
S4023,Scholarship not credited,High
S4024,Bonafide certificate request,Medium
S4025,Library access issue,Medium
S4026,Academic calendar request,Low
S4027,Hostel accommodation query,Medium
S4028,Website navigation help,Low
S4029,Exam result not published,High
S4030,Hall ticket not generated before exam,High
S4031,Fee payment issue before deadline,High
S4032,Missed exam due to medical emergency,High
S4033,Event information query,Low
S4034,Website navigation help,Low
S4035,Missed exam due to medical emergency,High
S4036,Campus map request,Low
S4037,Library access issue,Medium
S4038,Missed exam due to medical emergency,High
S4039,Event information query,Low
S4040,Fee payment issue before deadline,High
S4041,Library timings inquiry,Low
S4042,Fee payment issue before deadline,High
S4043,Hall ticket not generated before exam,High
S4044,Library access issue,Medium
S4045,Website navigation help,Low
S4046,Library timings inquiry,Low
S4047,Internship letter request,Medium
S4048,Library access issue,Medium
S4049,Internship letter request,Medium
S4050,Fee payment issue before deadline,High
S4051,Fee payment issue before deadline,High
S4052,Library access issue,Medium
S4053,Campus map request,Low
S4054,Website navigation help,Low
S4055,Bonafide certificate request,Medium
S4056,Elective subject change request,Medium
S4057,Internship letter request,Medium
S4058,Campus map request,Low
S4059,Scholarship not credited,High
S4060,Hall ticket not generated before exam,High
S4061,Exam result not published,High
S4062,Library access issue,Medium
S4063,Fee payment issue before deadline,High
S4064,Hall ticket not generated before exam,High
S4065,Academic calendar request,Low
S4066,Website navigation help,Low
S4067,Hall ticket not generated before exam,High
S4068,Fee payment issue before deadline,High
S4069,Event information query,Low
S4070,Library timings inquiry,Low
S4071,Bonafide certificate request,Medium
S4072,Hostel accommodation query,Medium
S4073,Elective subject change request,Medium
S4074,Website navigation help,Low
S4075,Hostel accommodation query,Medium
S4076,Missed exam due to medical emergency,High
S4077,Website navigation help,Low
S4078,Event information query,Low
S4079,Missed exam due to medical emergency,High
S4080,Website navigation help,Low
S4081,Hostel accommodation query,Medium
S4082,Bonafide certificate request,Medium
S4083,Library access issue,Medium
S4084,Campus map request,Low
S4085,Event information query,Low
S4086,Hostel accommodation query,Medium
S4087,Fee payment issue before deadline,High
S4088,Campus map request,Low
S4089,Website navigation help,Low
S4090,Internship letter request,Medium
S4091,Exam result not published,High
S4092,Hostel accommodation query,Medium
S4093,Exam result not published,High
S4094,Library timings inquiry,Low
S4095,Bonafide certificate request,Medium
S4096,Library access issue,Medium
S4097,Campus map request,Low
S4098,Library timings inquiry,Low
S4099,Hostel accommodation query,Medium
S4100,Hostel accommodation query,Medium
S4101,Hall ticket not generated before exam,High
S4102,Hostel accommodation query,Medium
S4103,Academic calendar request,Low
S4104,Campus map request,Low
S4105,Website navigation help,Low
S4106,Hall ticket not generated before exam,High
S4107,Elective subject change request,Medium
S4108,Library access issue,Medium
S4109,Bonafide certificate request,Medium
S4110,Missed exam due to medical emergency,High
S4111,Exam result not published,High
S4112,Website navigation help,Low
S4113,Elective subject change request,Medium
S4114,Fee payment issue before deadline,High
S4115,Event information query,Low
S4116,Scholarship not credited,High
S4117,Library access issue,Medium
S4118,Campus map request,Low
S4119,Website navigation help,Low
S4120,Campus map request,Low
S4121,Fee payment issue before deadline,High
S4122,Missed exam due to medical emergency,High
S4123,Website navigation help,Low
S4124,Elective subject change request,Medium
S4125,Exam result not published,High
S4126,Bonafide certificate request,Medium
S4127,Bonafide certificate request,Medium
S4128,Library access issue,Medium
S4129,Bonafide certificate request,Medium
S4130,Internship letter request,Medium
S4131,Website navigation help,Low
S4132,Bonafide certificate request,Medium
S4133,Fee payment issue before deadline,High
S4134,Campus map request,Low
S4135,Elective subject change request,Medium
S4136,Elective subject change request,Medium
S4137,Bonafide certificate request,Medium
S4138,Scholarship not credited,High
S4139,Library timings inquiry,Low
S4140,Fee payment issue before deadline,High
S4141,Campus map request,Low
S4142,Bonafide certificate request,Medium
S4143,Missed exam due to medical emergency,High
S4144,Academic calendar request,Low
S4145,Website navigation help,Low
S4146,Internship letter request,Medium
S4147,Hostel accommodation query,Medium
S4148,Website navigation help,Low
S4149,Campus map request,Low
S4150,Scholarship not credited,High
S4151,Campus map request,Low
S4152,Internship letter request,Medium
S4153,Campus map request,Low
S4154,Hall ticket not generated before exam,High
S4155,Bonafide certificate request,Medium
S4156,Academic calendar request,Low
S4157,Scholarship not credited,High
S4158,Scholarship not credited,High
S4159,Missed exam due to medical emergency,High
S4160,Academic calendar request,Low
S4161,Academic calendar request,Low
S4162,Missed exam due to medical emergency,High
S4163,Bonafide certificate request,Medium
S4164,Elective subject change request,Medium
S4165,Campus map request,Low
S4166,Hostel accommodation query,Medium
S4167,Campus map request,Low
S4168,Event information query,Low
S4169,Hostel accommodation query,Medium
S4170,Academic calendar request,Low
S4171,Academic calendar request,Low
S4172,Internship letter request,Medium
S4173,Library timings inquiry,Low
S4174,Internship letter request,Medium
S4175,Internship letter request,Medium
S4176,Bonafide certificate request,Medium
S4177,Internship letter request,Medium
S4178,Fee payment issue before deadline,High
S4179,Campus map request,Low
S4180,Hall ticket not generated before exam,High
S4181,Library timings inquiry,Low
S4182,Scholarship not credited,High
S4183,Library timings inquiry,Low
S4184,Hostel accommodation query,Medium
S4185,Internship letter request,Medium
S4186,Library timings inquiry,Low
S4187,Library access issue,Medium
S4188,Elective subject change request,Medium
S4189,Fee payment issue before deadline,High
S4190,Academic calendar request,Low
S4191,Fee payment issue before deadline,High
S4192,Hostel accommodation query,Medium
S4193,Elective subject change request,Medium
S4194,Campus map request,Low
S4195,Library timings inquiry,Low
S4196,Internship letter request,Medium
S4197,Hall ticket not generated before exam,High
S4198,Internship letter request,Medium
S4199,Elective subject change request,Medium
S4200,Internship letter request,Medium
S4201,Academic calendar request,Low
S4202,Website navigation help,Low
S4203,Fee payment issue before deadline,High
S4204,Exam result not published,High
S4205,Hall ticket not generated before exam,High
S4206,Hostel accommodation query,Medium
S4207,Academic calendar request,Low
S4208,Library access issue,Medium
S4209,Hostel accommodation query,Medium
S4210,Hall ticket not generated before exam,High
S4211,Campus map request,Low
S4212,Exam result not published,High
S4213,Fee payment issue before deadline,High
S4214,Fee payment issue before deadline,High
S4215,Event information query,Low
S4216,Hostel accommodation query,Medium
S4217,Campus map request,Low
S4218,Website navigation help,Low
S4219,Academic calendar request,Low
S4220,Hostel accommodation query,Medium
S4221,Academic calendar request,Low
S4222,Campus map request,Low
S4223,Missed exam due to medical emergency,High
S4224,Internship letter request,Medium
S4225,Website navigation help,Low
S4226,Website navigation help,Low
S4227,Fee payment issue before deadline,High
S4228,Academic calendar request,Low
S4229,Fee payment issue before deadline,High
S4230,Academic calendar request,Low
S4231,Library timings inquiry,Low
S4232,Library access issue,Medium
S4233,Academic calendar request,Low
S4234,Event information query,Low
S4235,Exam result not published,High
S4236,Bonafide certificate request,Medium
S4237,Hostel accommodation query,Medium
S4238,Academic calendar request,Low
S4239,Scholarship not credited,High
S4240,Elective subject change request,Medium
S4241,Library timings inquiry,Low
S4242,Internship letter request,Medium
S4243,Library access issue,Medium
S4244,Campus map request,Low
S4245,Bonafide certificate request,Medium
S4246,Hostel accommodation query,Medium
S4247,Campus map request,Low
S4248,Elective subject change request,Medium
S4249,Hall ticket not generated before exam,High
S4250,Exam result not published,High
S4251,Missed exam due to medical emergency,High
S4252,Fee payment issue before deadline,High
S4253,Library timings inquiry,Low
S4254,Bonafide certificate request,Medium
S4255,Fee payment issue before deadline,High
S4256,Campus map request,Low
S4257,Internship letter request,Medium
S4258,Bonafide certificate request,Medium
S4259,Event information query,Low
S4260,Website navigation help,Low
S4261,Bonafide certificate request,Medium
S4262,Exam result not published,High
S4263,Internship letter request,Medium
S4264,Elective subject change request,Medium
S4265,Scholarship not credited,High
S4266,Hostel accommodation query,Medium
S4267,Academic calendar request,Low
S4268,Library timings inquiry,Low
S4269,Campus map request,Low
S4270,Academic calendar request,Low
S4271,Website navigation help,Low
S4272,Fee payment issue before deadline,High
S4273,Missed exam due to medical emergency,High
S4274,Internship letter request,Medium
S4275,Exam result not published,High
S4276,Elective subject change request,Medium
S4277,Website navigation help,Low
S4278,Missed exam due to medical emergency,High
S4279,Campus map request,Low
S4280,Academic calendar request,Low
S4281,Exam result not published,High
S4282,Fee payment issue before deadline,High
S4283,Fee payment issue before deadline,High
S4284,Bonafide certificate request,Medium
S4285,Scholarship not credited,High
S4286,Scholarship not credited,High
S4287,Website navigation help,Low
S4288,Scholarship not credited,High
S4289,Campus map request,Low
S4290,Library timings inquiry,Low
S4291,Event information query,Low
S4292,Campus map request,Low
S4293,Missed exam due to medical emergency,High
S4294,Exam result not published,High
S4295,Bonafide certificate request,Medium
S4296,Event information query,Low
S4297,Scholarship not credited,High
S4298,Academic calendar request,Low
S4299,Fee payment issue before deadline,High
S4300,Internship letter request,Medium
S4301,Hostel accommodation query,Medium
S4302,Hall ticket not generated before exam,High
S4303,Hostel accommodation query,Medium
S4304,Hostel accommodation query,Medium
S4305,Hostel accommodation query,Medium
S4306,Exam result not published,High
S4307,Bonafide certificate request,Medium
S4308,Library timings inquiry,Low
S4309,Hostel accommodation query,Medium
S4310,Event information query,Low
S4311,Website navigation help,Low
S4312,Library timings inquiry,Low
S4313,Academic calendar request,Low
S4314,Exam result not published,High
S4315,Bonafide certificate request,Medium
S4316,Academic calendar request,Low
S4317,Campus map request,Low
S4318,Hall ticket not generated before exam,High
S4319,Missed exam due to medical emergency,High
S4320,Fee payment issue before deadline,High
S4321,Missed exam due to medical emergency,High
S4322,Website navigation help,Low
S4323,Website navigation help,Low
S4324,Hall ticket not generated before exam,High
S4325,Internship letter request,Medium
S4326,Hostel accommodation query,Medium
S4327,Event information query,Low
S4328,Campus map request,Low
S4329,Website navigation help,Low
S4330,Exam result not published,High
S4331,Website navigation help,Low
S4332,Scholarship not credited,High
S4333,Hall ticket not generated before exam,High
S4334,Scholarship not credited,High
S4335,Academic calendar request,Low
S4336,Fee payment issue before deadline,High
S4337,Hostel accommodation query,Medium
S4338,Hostel accommodation query,Medium
S4339,Library access issue,Medium
S4340,Missed exam due to medical emergency,High
S4341,Hostel accommodation query,Medium
S4342,Library access issue,Medium
S4343,Fee payment issue before deadline,High
S4344,Hall ticket not generated before exam,High
S4345,Elective subject change request,Medium
S4346,Hostel accommodation query,Medium
S4347,Exam result not published,High
S4348,Event information query,Low
S4349,Scholarship not credited,High
S4350,Hostel accommodation query,Medium
S4351,Academic calendar request,Low
S4352,Academic calendar request,Low
S4353,Website navigation help,Low
S4354,Website navigation help,Low
S4355,Internship letter request,Medium
S4356,Internship letter request,Medium
S4357,Exam result not published,High
S4358,Campus map request,Low
S4359,Elective subject change request,Medium
S4360,Missed exam due to medical emergency,High
S4361,Campus map request,Low
S4362,Scholarship not credited,High
S4363,Missed exam due to medical emergency,High
S4364,Campus map request,Low
S4365,Campus map request,Low
S4366,Hostel accommodation query,Medium
S4367,Library timings inquiry,Low
S4368,Internship letter request,Medium
S4369,Campus map request,Low
S4370,Bonafide certificate request,Medium
S4371,Missed exam due to medical emergency,High
S4372,Academic calendar request,Low
S4373,Event information query,Low
S4374,Website navigation help,Low
S4375,Internship letter request,Medium
S4376,Scholarship not credited,High
S4377,Library access issue,Medium
S4378,Exam result not published,High
S4379,Event information query,Low
S4380,Exam result not published,High
S4381,Elective subject change request,Medium
S4382,Elective subject change request,Medium
S4383,Academic calendar request,Low
S4384,Library access issue,Medium
S4385,Hall ticket not generated before exam,High
S4386,Scholarship not credited,High
S4387,Internship letter request,Medium
S4388,Hostel accommodation query,Medium
S4389,Event information query,Low
S4390,Scholarship not credited,High
S4391,Library access issue,Medium
S4392,Bonafide certificate request,Medium
S4393,Academic calendar request,Low
S4394,Bonafide certificate request,Medium
S4395,Bonafide certificate request,Medium
S4396,Missed exam due to medical emergency,High
S4397,Library access issue,Medium
S4398,Academic calendar request,Low
S4399,Fee payment issue before deadline,High
S4400,Fee payment issue before deadline,High
S4401,Campus map request,Low
S4402,Library timings inquiry,Low
S4403,Website navigation help,Low
S4404,Event information query,Low
S4405,Elective subject change request,Medium
S4406,Hall ticket not generated before exam,High
S4407,Exam result not published,High
S4408,Elective subject change request,Medium
S4409,Academic calendar request,Low
S4410,Internship letter request,Medium
S4411,Academic calendar request,Low
S4412,Missed exam due to medical emergency,High
S4413,Hall ticket not generated before exam,High
S4414,Campus map request,Low
S4415,Academic calendar request,Low
S4416,Event information query,Low
S4417,Missed exam due to medical emergency,High
S4418,Hall ticket not generated before exam,High
S4419,Library access issue,Medium
S4420,Website navigation help,Low
S4421,Library access issue,Medium
S4422,Elective subject change request,Medium
S4423,Scholarship not credited,High
S4424,Library access issue,Medium
S4425,Internship letter request,Medium
S4426,Library access issue,Medium
S4427,Library access issue,Medium
S4428,Event information query,Low
S4429,Campus map request,Low
S4430,Academic calendar request,Low
S4431,Library timings inquiry,Low
S4432,Internship letter request,Medium
S4433,Internship letter request,Medium
S4434,Fee payment issue before deadline,High
S4435,Campus map request,Low
S4436,Campus map request,Low
S4437,Hostel accommodation query,Medium
S4438,Website navigation help,Low
S4439,Hall ticket not generated before exam,High
S4440,Fee payment issue before deadline,High
S4441,Fee payment issue before deadline,High
S4442,Campus map request,Low
S4443,Internship letter request,Medium
S4444,Internship letter request,Medium
S4445,Missed exam due to medical emergency,High
S4446,Hostel accommodation query,Medium
S4447,Scholarship not credited,High
S4448,Website navigation help,Low
S4449,Campus map request,Low
S4450,Website navigation help,Low
S4451,Website navigation help,Low
S4452,Academic calendar request,Low
S4453,Exam result not published,High
S4454,Scholarship not credited,High
S4455,Fee payment issue before deadline,High
S4456,Academic calendar request,Low
S4457,Bonafide certificate request,Medium
S4458,Website navigation help,Low
S4459,Exam result not published,High
S4460,Internship letter request,Medium
S4461,Academic calendar request,Low
S4462,Academic calendar request,Low
S4463,Campus map request,Low
S4464,Hall ticket not generated before exam,High
S4465,Scholarship not credited,High
S4466,Hall ticket not generated before exam,High
S4467,Elective subject change request,Medium
S4468,Bonafide certificate request,Medium
S4469,Hall ticket not generated before exam,High
S4470,Campus map request,Low
S4471,Internship letter request,Medium
S4472,Event information query,Low
S4473,Internship letter request,Medium
S4474,Bonafide certificate request,Medium
S4475,Exam result not published,High
S4476,Exam result not published,High
S4477,Library timings inquiry,Low
S4478,Missed exam due to medical emergency,High
S4479,Hostel accommodation query,Medium
S4480,Elective subject change request,Medium
S4481,Bonafide certificate request,Medium
S4482,Campus map request,Low
S4483,Library timings inquiry,Low
S4484,Library access issue,Medium
S4485,Scholarship not credited,High
S4486,Academic calendar request,Low
S4487,Campus map request,Low
S4488,Missed exam due to medical emergency,High
S4489,Internship letter request,Medium
S4490,Missed exam due to medical emergency,High
S4491,Website navigation help,Low
S4492,Library timings inquiry,Low
S4493,Scholarship not credited,High
S4494,Campus map request,Low
S4495,Academic calendar request,Low
S4496,Scholarship not credited,High
S4497,Website navigation help,Low
S4498,Scholarship not credited,High
S4499,Internship letter request,Medium
S4500,Hall ticket not generated before exam,High
S4501,Bonafide certificate request,Medium
S4502,Internship letter request,Medium
S4503,Library timings inquiry,Low
S4504,Elective subject change request,Medium
S4505,Scholarship not credited,High
S4506,Elective subject change request,Medium
S4507,Library access issue,Medium
S4508,Website navigation help,Low
S4509,Missed exam due to medical emergency,High
S4510,Website navigation help,Low
S4511,Scholarship not credited,High
S4512,Hall ticket not generated before exam,High
S4513,Missed exam due to medical emergency,High
S4514,Event information query,Low
S4515,Bonafide certificate request,Medium
S4516,Hall ticket not generated before exam,High
S4517,Library timings inquiry,Low
S4518,Exam result not published,High
S4519,Hall ticket not generated before exam,High
S4520,Hall ticket not generated before exam,High
S4521,Hall ticket not generated before exam,High
S4522,Internship letter request,Medium
S4523,Scholarship not credited,High
S4524,Website navigation help,Low
S4525,Event information query,Low
S4526,Library access issue,Medium
S4527,Fee payment issue before deadline,High
S4528,Campus map request,Low
S4529,Internship letter request,Medium
S4530,Event information query,Low
S4531,Website navigation help,Low
S4532,Fee payment issue before deadline,High
S4533,Scholarship not credited,High
S4534,Missed exam due to medical emergency,High
S4535,Missed exam due to medical emergency,High
S4536,Hall ticket not generated before exam,High
S4537,Event information query,Low
S4538,Scholarship not credited,High
S4539,Website navigation help,Low
S4540,Website navigation help,Low
S4541,Scholarship not credited,High
S4542,Scholarship not credited,High
S4543,Exam result not published,High
S4544,Hostel accommodation query,Medium
S4545,Exam result not published,High
S4546,Event information query,Low
S4547,Internship letter request,Medium
S4548,Elective subject change request,Medium
S4549,Hostel accommodation query,Medium
S4550,Library access issue,Medium
S4551,Bonafide certificate request,Medium
S4552,Hostel accommodation query,Medium
S4553,Fee payment issue before deadline,High
S4554,Library timings inquiry,Low
S4555,Fee payment issue before deadline,High
S4556,Campus map request,Low
S4557,Scholarship not credited,High
S4558,Hostel accommodation query,Medium
S4559,Exam result not published,High
S4560,Exam result not published,High
S4561,Bonafide certificate request,Medium
S4562,Hall ticket not generated before exam,High
S4563,Website navigation help,Low
S4564,Internship letter request,Medium
S4565,Missed exam due to medical emergency,High
S4566,Bonafide certificate request,Medium
S4567,Elective subject change request,Medium
S4568,Event information query,Low
S4569,Exam result not published,High
S4570,Internship letter request,Medium
S4571,Website navigation help,Low
S4572,Academic calendar request,Low
S4573,Hall ticket not generated before exam,High
S4574,Fee payment issue before deadline,High
S4575,Event information query,Low
S4576,Fee payment issue before deadline,High
S4577,Elective subject change request,Medium
S4578,Campus map request,Low
S4579,Event information query,Low
S4580,Campus map request,Low
S4581,Event information query,Low
S4582,Hostel accommodation query,Medium
S4583,Scholarship not credited,High
S4584,Internship letter request,Medium
S4585,Fee payment issue before deadline,High
S4586,Hostel accommodation query,Medium
S4587,Campus map request,Low
S4588,Event information query,Low
S4589,Internship letter request,Medium
S4590,Hall ticket not generated before exam,High
S4591,Scholarship not credited,High
S4592,Campus map request,Low
S4593,Exam result not published,High
S4594,Elective subject change request,Medium
S4595,Library timings inquiry,Low
S4596,Campus map request,Low
S4597,Scholarship not credited,High
S4598,Fee payment issue before deadline,High
S4599,Hall ticket not generated before exam,High
S4600,Elective subject change request,Medium
S4601,Library timings inquiry,Low
S4602,Library timings inquiry,Low
S4603,Library timings inquiry,Low
S4604,Bonafide certificate request,Medium
S4605,Event information query,Low
S4606,Scholarship not credited,High
S4607,Internship letter request,Medium
S4608,Elective subject change request,Medium
S4609,Library timings inquiry,Low
S4610,Library timings inquiry,Low
S4611,Academic calendar request,Low
S4612,Elective subject change request,Medium
S4613,Scholarship not credited,High
S4614,Bonafide certificate request,Medium
S4615,Bonafide certificate request,Medium
S4616,Library access issue,Medium
S4617,Missed exam due to medical emergency,High
S4618,Library access issue,Medium
S4619,Missed exam due to medical emergency,High
S4620,Exam result not published,High
S4621,Campus map request,Low
S4622,Fee payment issue before deadline,High
S4623,Library access issue,Medium
S4624,Missed exam due to medical emergency,High
S4625,Hall ticket not generated before exam,High
S4626,Hall ticket not generated before exam,High
S4627,Campus map request,Low
S4628,Hall ticket not generated before exam,High
S4629,Campus map request,Low
S4630,Internship letter request,Medium
S4631,Event information query,Low
S4632,Campus map request,Low
S4633,Internship letter request,Medium
S4634,Scholarship not credited,High
S4635,Website navigation help,Low
S4636,Library access issue,Medium
S4637,Event information query,Low
S4638,Internship letter request,Medium
S4639,Internship letter request,Medium
S4640,Internship letter request,Medium
S4641,Scholarship not credited,High
S4642,Exam result not published,High
S4643,Elective subject change request,Medium
S4644,Library timings inquiry,Low
S4645,Campus map request,Low
S4646,Scholarship not credited,High
S4647,Campus map request,Low
S4648,Fee payment issue before deadline,High
S4649,Library timings inquiry,Low
S4650,Library timings inquiry,Low
S4651,Website navigation help,Low
S4652,Fee payment issue before deadline,High
S4653,Bonafide certificate request,Medium
S4654,Missed exam due to medical emergency,High
S4655,Bonafide certificate request,Medium
S4656,Hall ticket not generated before exam,High
S4657,Exam result not published,High
S4658,Exam result not published,High
S4659,Hostel accommodation query,Medium
